Id	Desc	Name	AchievementDesc	AchievenmentPoint	Conditions	RewardItem1	RewardItemNum1	RewardItem2	RewardItemNum2	RewardItem3	RewardItemNum3	RewardItem4	RewardItemNum4	RewardItem5	RewardItemNum5	RewardItem6	RewardItemNum6	RewardItem7	RewardItemNum7	RewardItem8	RewardItemNum8	RewardItem9	RewardItemNum9	RewardItem10	RewardItemNum10
INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
#MAX_ID=1024;MAX_RECORD=1024;TableType=Hash;																									
#成就ID	成就描述（本列程序不读）	名称	成就说明	成就点数	完成条件	奖励1ID(-1:无 0:金币 1:非绑元 2:绑元 其他：物品ID)	奖励1数量	奖励2ID(-1:无 0:金币 1:非绑元 2:绑元 其他：物品ID)	奖励2数量	奖励3ID(-1:无 0:金币 1:非绑元 2:绑元 其他：物品ID)	奖励3数量	奖励4ID(-1:无 0:金币 1:非绑元 2:绑元 其他：物品ID)	奖励4数量	奖励5ID(-1:无 0:金币 1:非绑元 2:绑元 其他：物品ID)	奖励5数量	奖励6ID(-1:无 0:金币 1:非绑元 2:绑元 其他：物品ID)	奖励6数量	奖励7ID(-1:无 0:金币 1:非绑元 2:绑元 其他：物品ID)	奖励7数量	奖励8ID(-1:无 0:金币 1:非绑元 2:绑元 其他：物品ID)	奖励8数量	奖励9ID(-1:无 0:金币 1:非绑元 2:绑元 其他：物品ID)	奖励9数量	奖励10ID(-1:无 0:金币 1:非绑元 2:绑元 其他：物品ID)	奖励10数量
0	历史登录	天长地久	登录游戏达到3天	4	3	2	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1	历史登录	天长地久	登录游戏达到7天	6	7	2	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2	历史登录	天长地久	登录游戏达到14天	8	14	2	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3	历史登录	天长地久	登录游戏达到30天	10	30	2	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4	历史登录	天长地久	登录游戏达到45天	15	45	2	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5	历史登录	天长地久	登录游戏达到60天	20	60	2	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6	历史登录	天长地久	登录游戏达到75天	25	75	2	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7	历史登录	天长地久	登录游戏达到90天	30	90	2	150	56666	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8	连续登录	守望江湖	连续登录游戏达到3天	4	3	2	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9	连续登录	守望江湖	连续登录游戏达到5天	6	5	2	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10	连续登录	守望江湖	连续登录游戏达到7天	10	7	2	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	连续登录	守望江湖	连续登录游戏达到14天	12	14	2	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	连续登录	守望江湖	连续登录游戏达到21天	15	21	2	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	连续登录	守望江湖	连续登录游戏达到28天	18	28	2	120	56667	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
14	拥有好友数量	与子同袍	拥有1个好友	2	1	2	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
15	拥有好友数量	与子同袍	拥有10个好友	3	10	2	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
16	拥有好友数量	与子同袍	拥有30个好友	4	30	2	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
17	拥有好友数量	与子同袍	拥有50个好友	5	50	2	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
18	拥有好友数量	与子同袍	拥有70个好友	8	70	2	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
19	加入一次队伍	意气相投	加入1次队伍	2	1	2	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
20	使用一次队伍集合	呼朋唤友	使用1次队伍集合	2	1	2	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
21	使用一次发起跟随	如左右手	发起1次组队跟随	2	1	2	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
22	寄售行购买道具数量	互通有无	寄售行中购买1次道具	2	1	2	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
23	寄售行出售道具数量	一本万利	寄售行中出售1次道具	2	1	2	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
24	底价拍卖参与次数	贵在参与	在底价拍卖中出价1次	2	1	2	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
25	底价拍卖参与次数	贵在参与	在底价拍卖中出价10次	3	10	2	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
26	底价拍卖参与次数	贵在参与	底价拍卖中出价20次	5	20	2	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
27	底价拍卖参与次数	贵在参与	底价拍卖中出价50次	7	50	2	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
28	底价拍卖参与次数	贵在参与	底价拍卖中出价100次	10	100	2	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
29	底价拍卖参与次数	贵在参与	底价拍卖中出价200次	15	200	2	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
30	底价拍卖参与次数	贵在参与	底价拍卖中出价500次	25	500	2	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31	底价拍卖成功次数	运至财来	底价拍卖中竞拍成功1次	1	1	2	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32	底价拍卖成功次数	运至财来	底价拍卖中竞拍成功5次	3	5	2	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33	底价拍卖成功次数	运至财来	底价拍卖中竞拍成功10次	6	10	2	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
34	底价拍卖成功次数	运至财来	底价拍卖中竞拍成功20次	12	20	2	150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
35	底价拍卖成功次数	运至财来	底价拍卖中竞拍成功50次	18	50	2	200	56668	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
36	打造手工装备数量	良工巧匠	打造1件装备	1	1	2	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
37	打造手工装备数量	良工巧匠	打造5件装备	2	5	2	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
38	打造手工装备数量	良工巧匠	打造10件装备	4	10	2	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
39	打造手工装备数量	良工巧匠	打造20件装备	6	20	2	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40	打造手工装备数量	良工巧匠	打造50件装备	8	50	2	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
41	打造紫色手工装备数量	精益求精	打造1件紫色装备	2	1	2	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
42	打造紫色手工装备数量	精益求精	打造2件紫色装备	6	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
43	打造紫色手工装备数量	精益求精	打造5件紫色装备	10	5	2	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
44	打造紫色手工装备数量	精益求精	打造10件紫色装备	15	10	2	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
45	打造橙色手工装备数量	巧夺天工	打造1件橙色装备	30	1	2	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
46	制药数量	药匣子	制作1瓶药品	1	1	2	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
47	制药数量	药匣子	制作5瓶药品	2	5	2	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
48	制药数量	药匣子	制作10瓶药品	3	10	2	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
49	制药数量	药匣子	制作20瓶药品	4	20	2	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
50	制药数量	药匣子	制作50瓶药品	6	50	2	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
51	制药数量	药匣子	制作100瓶药品	8	100	2	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
52	神装数量	一锤定音	制作1件神装	1	1	2	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
53	神装数量	一锤定音	制作3件神装	2	3	2	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
54	神装数量	一锤定音	制作7件神装	3	7	2	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
55	神装数量	一锤定音	制作9件神装	4	9	2	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
56	神装数量	一锤定音	制作14件神装	6	14	2	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
57	神装数量	一锤定音	制作18件神装	8	18	2	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
58	神装数量	一锤定音	制作25件神装	10	25	2	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
59	酒楼等级	裕业有孚	酒楼等级达到2级	2	2	2	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
60	酒楼等级	裕业有孚	酒楼等级达到3级	3	3	2	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
61	酒楼等级	裕业有孚	酒楼等级达到4级	5	4	2	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
62	酒楼等级	裕业有孚	酒楼等级达到5级	8	5	2	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
63	酒楼开放座位数	汇川纳海	酒楼中开启3个座位	1	3	2	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
64	酒楼开放座位数	汇川纳海	酒楼中开启4个座位	2	4	2	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
65	酒楼开放座位数	汇川纳海	酒楼中开启5个座位	4	5	2	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
66	酒楼开放座位数	汇川纳海	酒楼中开启7个座位	6	7	2	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
67	酒楼开放座位数	汇川纳海	酒楼中开启9个座位	8	9	2	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
68	加入一个帮会(含创建)	风雨同舟	加入或创建1个帮会	3	1	2	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
69	完成帮会任务数量	众志成城	完成1次帮会任务	2	1	2	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
70	完成帮会任务数量	众志成城	完成10次帮会任务	4	10	2	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
71	完成帮会任务数量	众志成城	完成25次帮会任务	6	25	2	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
72	完成帮会任务数量	众志成城	完成50次帮会任务	8	50	2	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
73	完成帮会任务数量	众志成城	完成100次帮会任务	10	100	2	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
